anime_id,Titulo,Titulo en ingles,Titulo en japones,Link de portada,Tipo,Numero de episodios,Fechas de emision,Categoria,Puntuacion general,Posicionamiento,Popularidad,Miembros,Favoritos,Temporada de emision,Productores,Licencias,Estudio,Genero
11013,Inu x Boku SS,Inu X Boku Secret Service,妖狐×僕SS,https://myanimelist.cdn-dena.com/images/anime/12/35893.jpg,TV,12,"Jan 13, 2012 to Mar 30, 2012",PG-13 - Teens 13 or older,7.63,1274.0,231,283882,2809,Winter 2012,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Inu x Boku SS Production Partners",Sentai Filmworks,David Production,"Comedy, Supernatural, Romance, Shounen"
2104,Seto no Hanayome,My Bride is a Mermaid,瀬戸の花嫁,https://myanimelist.cdn-dena.com/images/anime/13/58383.jpg,TV,26,"Apr 2, 2007 to Oct 1, 2007",PG-13 - Teens 13 or older,7.89,727.0,366,204003,2579,Spring 2007,"TV Tokyo, AIC, Square Enix, Sotsu",Funimation,Gonzo,"Comedy, Parody, Romance, School, Shounen"
5262,Shugo Chara!! Doki,Shugo Chara!! Doki,しゅごキャラ！！どきっ,https://myanimelist.cdn-dena.com/images/anime/11/10645.jpg,TV,51,"Oct 4, 2008 to Sep 25, 2009",PG - Children,7.55,1508.0,1173,70127,802,Fall 2008,"TV Tokyo, Sotsu",Anonimo,Satelight,"Comedy, Magic, School, Shoujo"
721,Princess Tutu,Princess Tutu,プリンセスチュチュ,https://myanimelist.cdn-dena.com/images/anime/13/32209.jpg,TV,38,"Aug 16, 2002 to May 23, 2003",PG-13 - Teens 13 or older,8.21,307.0,916,93312,3344,Summer 2002,"Memory-Tech, GANSIS, Marvelous AQL",ADV Films,Hal Film Maker,"Comedy, Drama, Magic, Romance, Fantasy"
12365,Bakuman. 3rd Season,Bakuman.,バクマン。,https://myanimelist.cdn-dena.com/images/anime/6/41845.jpg,TV,25,"Oct 6, 2012 to Mar 30, 2013",PG-13 - Teens 13 or older,8.67,50.0,426,182765,2082,Fall 2012,"NHK, Shueisha",Anonimo,J.C.Staff,"Comedy, Drama, Romance, Shounen"
6586,Yume-iro Pâtissière,Sin Titulo,夢色パティシエール,https://myanimelist.cdn-dena.com/images/anime/12/21674.jpg,TV,50,"Oct 4, 2009 to Sep 26, 2010",G - All Ages,8.03,526.0,1630,45625,826,Fall 2009,"Yomiuri Telecasting, DAX Production, Shueisha",Anonimo,"Studio Pierrot, Studio Hibari","Kids, School, Shoujo"
178,Ultra Maniac,Ultramaniac - Magical Girl,ウルトラマニアック,https://myanimelist.cdn-dena.com/images/anime/8/53571.jpg,TV,26,"May 20, 2003 to Nov 11, 2003",G - All Ages,7.26,2594.0,2490,22778,122,Spring 2003,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,"Magic, Comedy, Romance, School, Shoujo"
2787,Shakugan no Shana II (Second),Shakugan no Shana: Season II,灼眼のシャナII –Second–,https://myanimelist.cdn-dena.com/images/anime/10/18669.jpg,TV,24,"Oct 5, 2007 to Mar 28, 2008",PG-13 - Teens 13 or older,7.72,1066.0,332,220591,1075,Fall 2007,"Geneon Universal Entertainment, ASCII Media Works",Funimation,J.C.Staff,"Action, Drama, Fantasy, Romance, School, Supernatural"
4477,Nodame Cantabile: Paris-hen,Sin Titulo,のだめカンタービレ 巴里編,https://myanimelist.cdn-dena.com/images/anime/4/11918.jpg,TV,11,"Oct 10, 2008 to Dec 19, 2008",PG-13 - Teens 13 or older,8.24,281.0,988,85660,282,Fall 2008,"Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment",Anonimo,J.C.Staff,"Music, Slice of Life, Comedy, Romance, Josei"
853,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,https://myanimelist.cdn-dena.com/images/anime/2/71992.jpg,TV,26,"Apr 5, 2006 to Sep 27, 2006",PG-13 - Teens 13 or older,8.34,205.0,69,538843,24072,Spring 2006,"VAP, Hakusensha, Nippon Television Network",Funimation,Bones,"Comedy, Harem, Romance, School, Shoujo"
4814,Junjou Romantica 2,Junjo Romantica 2,純情ロマンチカ2(に),https://myanimelist.cdn-dena.com/images/anime/6/38417.jpg,TV,12,"Oct 12, 2008 to Dec 28, 2008",PG-13 - Teens 13 or older,8.15,374.0,799,108186,1123,Fall 2008,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
7054,Kaichou wa Maid-sama!,Maid Sama!,会長はメイド様!,https://myanimelist.cdn-dena.com/images/anime/6/25254.jpg,TV,26,"Apr 2, 2010 to Sep 24, 2010",PG-13 - Teens 13 or older,8.2,314.0,71,531292,14436,Spring 2010,"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",Sentai Filmworks,J.C.Staff,"Comedy, Romance, School, Shoujo"
11123,Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love 2,世界一初恋 2,https://myanimelist.cdn-dena.com/images/anime/8/34871.jpg,TV,12,"Oct 8, 2011 to Dec 24, 2011",PG-13 - Teens 13 or older,8.23,288.0,945,89543,726,Fall 2011,"Lantis, Kadokawa Shoten, AT-X, KlockWorx",Funimation,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
14227,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,https://myanimelist.cdn-dena.com/images/anime/4/39779.jpg,TV,13,"Oct 2, 2012 to Dec 25, 2012",PG-13 - Teens 13 or older,7.71,1093.0,88,482105,4064,Fall 2012,"TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha","NIS America, Inc.",Brain&#039;s Base,"Slice of Life, Comedy, Romance, School, Shoujo"
269,Bleach,Bleach,BLEACH - ブリーチ -,https://myanimelist.cdn-dena.com/images/anime/3/40451.jpg,TV,366,"Oct 5, 2004 to Mar 27, 2012",PG-13 - Teens 13 or older,7.9,693.0,18,819284,40718,Fall 2004,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
59,Chobits,Chobits,ちょびっツ,https://myanimelist.cdn-dena.com/images/anime/4/24648.jpg,TV,26,"Apr 3, 2002 to Sep 25, 2002",PG-13 - Teens 13 or older,7.53,1546.0,188,317641,3271,Spring 2002,"TBS, Pioneer LDC","Funimation, Geneon Entertainment USA",Madhouse,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen"
6045,Kimi ni Todoke,Kimi ni Todoke: From Me to You,君に届け,https://myanimelist.cdn-dena.com/images/anime/7/17890.jpg,TV,25,"Oct 7, 2009 to Mar 31, 2010",PG-13 - Teens 13 or older,8.13,400.0,111,417136,8041,Fall 2009,"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo"
1735,Naruto: Shippuuden,Naruto: Shippuden,ナルト- 疾風伝,https://myanimelist.cdn-dena.com/images/anime/5/17407.jpg,TV,500,"Feb 15, 2007 to Mar 23, 2017",PG-13 - Teens 13 or older,8.18,337.0,20,794112,42846,Winter 2007,"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
210,Ranma ½,Ranma ½,らんま1/2,https://myanimelist.cdn-dena.com/images/anime/13/6441.jpg,TV,161,"Apr 15, 1989 to Sep 25, 1992",R+ - Mild Nudity,7.85,802.0,623,134537,2742,Spring 1989,"Shogakukan Productions, Kitty Films, Fuji TV, Shogakukan",Viz Media,Studio Deen,"Slice of Life, Comedy, Martial Arts, Fantasy"
4224,Toradora!,Toradora!,とらドラ！,https://myanimelist.cdn-dena.com/images/anime/13/22128.jpg,TV,25,"Oct 2, 2008 to Mar 26, 2009",PG-13 - Teens 13 or older,8.39,174.0,13,910373,35322,Fall 2008,"Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music","NIS America, Inc.",J.C.Staff,"Slice of Life, Comedy, Romance, School"
10030,Bakuman. 2nd Season,Bakuman.,バクマン。2ndシーズン,https://myanimelist.cdn-dena.com/images/anime/3/34923.jpg,TV,25,"Oct 1, 2011 to Mar 24, 2012",PG-13 - Teens 13 or older,8.49,108.0,374,201720,1023,Fall 2011,"NHK, Shueisha",Media Blasters,J.C.Staff,"Comedy, Drama, Romance, Shounen"
74,Gakuen Alice,Gakuen Alice,学園アリス,https://myanimelist.cdn-dena.com/images/anime/4/18118.jpg,TV,26,"Oct 30, 2004 to May 14, 2005",G - All Ages,7.77,941.0,1291,62951,1403,Fall 2004,"Aniplex, Sogo Vision",Nozomi Entertainment,Group TAC,"Comedy, School, Shoujo, Super Power"
4722,Skip Beat!,Skip Beat!,スキップ・ビート！,https://myanimelist.cdn-dena.com/images/anime/11/84022.jpg,TV,25,"Oct 6, 2008 to Mar 30, 2009",PG-13 - Teens 13 or older,8.24,282.0,488,164738,4668,Fall 2008,"Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music",Pied Piper,Hal Film Maker,"Comedy, Drama, Romance, Shoujo"
14397,Chihayafuru 2,Sin Titulo,ちはやふる 2,https://myanimelist.cdn-dena.com/images/anime/6/47435.jpg,TV,25,"Jan 12, 2013 to Jun 29, 2013",PG-13 - Teens 13 or older,8.47,116.0,757,114340,1116,Winter 2013,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
1557,Shounen Onmyouji,Shonen Onmyoji,少年陰陽師,https://myanimelist.cdn-dena.com/images/anime/11/23852.jpg,TV,26,"Oct 3, 2006 to Mar 13, 2007",PG-13 - Teens 13 or older,7.68,1158.0,1793,39422,274,Fall 2006,"Sotsu, Marine Entertainment","Funimation, Geneon Entertainment USA",Studio Deen,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo"
10800,Chihayafuru,Chihayafuru,ちはやふる,https://myanimelist.cdn-dena.com/images/anime/3/35749.jpg,TV,25,"Oct 5, 2011 to Mar 28, 2012",PG-13 - Teens 13 or older,8.29,246.0,348,213902,4524,Fall 2011,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
3731,Itazura na Kiss,ItaKiss,イタズラなKiss,https://myanimelist.cdn-dena.com/images/anime/10/19933.jpg,TV,25,"Apr 5, 2008 to Sep 25, 2008",PG-13 - Teens 13 or older,7.7,1108.0,473,170224,2632,Spring 2008,"Bandai Visual, Trinity Sound",Discotek Media,TMS Entertainment,"Comedy, Romance, Shoujo"
9513,Beelzebub,Beelzebub,べるぜバブ,https://myanimelist.cdn-dena.com/images/anime/3/28013.jpg,TV,60,"Jan 9, 2011 to Mar 25, 2012",PG-13 - Teens 13 or older,8.02,528.0,208,302082,3785,Winter 2011,"Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Discotek Media,Pierrot Plus,"Action, Comedy, Demons, Supernatural, School, Shounen"
5835,Hanasakeru Seishounen,Sin Titulo,花咲ける青少年,https://myanimelist.cdn-dena.com/images/anime/6/22695.jpg,TV,39,"Apr 5, 2009 to Feb 14, 2010",PG-13 - Teens 13 or older,7.87,753.0,1654,44633,500,Spring 2009,Anonimo,Anonimo,Studio Pierrot,"Drama, Romance, Shoujo"
9863,SKET Dance,SKET Dance,スケットダンス,https://myanimelist.cdn-dena.com/images/anime/9/73974.jpg,TV,77,"Apr 7, 2011 to Sep 27, 2012",PG-13 - Teens 13 or older,8.33,213.0,646,130264,2474,Spring 2011,"TV Tokyo, Avex Entertainment, Dentsu",Anonimo,Tatsunoko Production,"Comedy, School, Shounen"
7817,B-gata H-kei,Yamada&#039;s First Time: B Gata H Kei,B型H系,https://myanimelist.cdn-dena.com/images/anime/4/75227.jpg,TV,12,"Apr 2, 2010 to Jun 18, 2010",R+ - Mild Nudity,7.1,3193.0,285,244791,1641,Spring 2010,"Dentsu, AT-X, DAX Production, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",Funimation,"Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen"
966,Crayon Shin-chan,Shin Chan,クレヨンしんちゃん,https://myanimelist.cdn-dena.com/images/anime/10/59897.jpg,TV,0,"Apr 13, 1992 to ?",PG - Children,7.73,1032.0,1937,34788,600,Spring 1992,TV Asahi,Funimation,Shin-Ei Animation,"Slice of Life, Comedy, Ecchi, School, Seinen"
120,Fruits Basket,Fruits Basket,フルーツバスケット,https://myanimelist.cdn-dena.com/images/anime/4/75204.jpg,TV,26,"Jul 5, 2001 to Dec 27, 2001",PG-13 - Teens 13 or older,7.77,939.0,222,292572,7579,Summer 2001,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo"
957,Saiunkoku Monogatari,The Story of Saiunkoku,彩雲国物語,https://myanimelist.cdn-dena.com/images/anime/1/957.jpg,TV,39,"Apr 8, 2006 to Feb 24, 2007",PG-13 - Teens 13 or older,8.04,512.0,1313,61739,1059,Spring 2006,"NHK, Sogo Vision","Funimation, Geneon Entertainment USA",Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama"
21,One Piece,One Piece,ONE PIECE,https://myanimelist.cdn-dena.com/images/anime/6/73245.jpg,TV,0,"Oct 20, 1999 to ?",PG-13 - Teens 13 or older,8.54,91.0,35,720133,69760,Fall 1999,"Fuji TV, TAP, Shueisha","Funimation, 4Kids Entertainment",Toei Animation,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
1974,Glass no Kamen (2005),Glass Mask,ガラスの仮面 (2005),https://myanimelist.cdn-dena.com/images/anime/1/2043.jpg,TV,51,"Apr 6, 2005 to Mar 29, 2006",G - All Ages,8.18,333.0,2523,22123,365,Spring 2005,"TMS Entertainment, MediaNet",Sentai Filmworks,Tokyo Movie Shinsha,"Drama, Shoujo"
857,Air Gear,Air Gear,エア・ギア,https://myanimelist.cdn-dena.com/images/anime/11/18227.jpg,TV,25,"Apr 5, 2006 to Sep 27, 2006",R+ - Mild Nudity,7.64,1233.0,297,235764,3254,Spring 2006,"Marvelous, Kodansha","ADV Films, Funimation",Toei Animation,"Action, Comedy, Ecchi, Shounen, Sports"
1914,Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,彩雲国物語 第2シリーズ,https://myanimelist.cdn-dena.com/images/anime/5/73277.jpg,TV,39,"Apr 7, 2007 to Mar 8, 2008",PG-13 - Teens 13 or older,8.16,362.0,2233,27481,201,Spring 2007,"NHK, Sogo Vision",Anonimo,Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
249,InuYasha,InuYasha,犬夜叉,https://myanimelist.cdn-dena.com/images/anime/8/20483.jpg,TV,167,"Oct 16, 2000 to Sep 13, 2004",PG-13 - Teens 13 or older,7.9,697.0,141,371313,12282,Fall 2000,"Yomiuri Telecasting, Shogakukan",Viz Media,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
5690,Nodame Cantabile Finale,Sin Titulo,のだめカンタービレ フィナーレ,https://myanimelist.cdn-dena.com/images/anime/4/20712.jpg,TV,11,"Jan 15, 2010 to Mar 26, 2010",PG-13 - Teens 13 or older,8.34,203.0,995,84808,381,Winter 2010,"Fuji TV, Sony Music Entertainment",Anonimo,J.C.Staff,"Comedy, Josei, Music, Romance"
1571,Ghost Hunt,Ghost Hunt,ゴーストハント,https://myanimelist.cdn-dena.com/images/anime/11/73908.jpg,TV,25,"Oct 4, 2006 to Mar 28, 2007",PG-13 - Teens 13 or older,7.92,656.0,527,152490,2579,Fall 2006,"TV Tokyo, Avex Entertainment, Marvelous, Delfi Sound",Funimation,J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural"
11759,Accel World,Accel World,アクセル・ワールド,https://myanimelist.cdn-dena.com/images/anime/8/38155.jpg,TV,24,"Apr 7, 2012 to Sep 22, 2012",PG-13 - Teens 13 or older,7.53,1545.0,103,433343,3680,Spring 2012,"Genco, Rakuonsha, Warner Bros., flying DOG, ASCII Media Works",Viz Media,Sunrise,"Action, Game, Sci-Fi, Romance, School"
7674,Bakuman.,Bakuman.,バクマン。,https://myanimelist.cdn-dena.com/images/anime/6/26138.jpg,TV,25,"Oct 2, 2010 to Apr 2, 2011",PG-13 - Teens 13 or older,8.32,216.0,172,332666,6846,Fall 2010,"NHK, Shueisha","Media Blasters, NYAV Post",J.C.Staff,"Comedy, Drama, Romance, Shounen"
1698,Nodame Cantabile,Nodame Cantabile,のだめカンタービレ,https://myanimelist.cdn-dena.com/images/anime/9/11986.jpg,TV,23,"Jan 12, 2007 to Jun 15, 2007",PG-13 - Teens 13 or older,8.41,163.0,381,198927,4443,Winter 2007,"Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing",Anonimo,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei"
14713,Kamisama Hajimemashita,Kamisama Kiss,神様はじめました,https://myanimelist.cdn-dena.com/images/anime/3/85429.jpg,TV,13,"Oct 2, 2012 to Dec 25, 2012",PG-13 - Teens 13 or older,8.14,383.0,259,266342,6387,Fall 2012,"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
232,Cardcaptor Sakura,Cardcaptor Sakura,カードキャプターさくら,https://myanimelist.cdn-dena.com/images/anime/8/60781.jpg,TV,70,"Apr 7, 1998 to Mar 21, 2000",PG - Children,8.21,297.0,292,237669,9453,Spring 1998,"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo"
233,Daa! Daa! Daa!,Sin Titulo,だぁ! だぁ! だぁ!,https://myanimelist.cdn-dena.com/images/anime/3/21166.jpg,TV,78,"Mar 28, 2000 to Feb 26, 2002",G - All Ages,7.78,919.0,3045,15211,216,Spring 2000,Anonimo,Anonimo,J.C.Staff,"Comedy, Sci-Fi, Shoujo"
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,君に届け 2ND SEASON,https://myanimelist.cdn-dena.com/images/anime/8/27174.jpg,TV,12,"Jan 12, 2011 to Mar 30, 2011",PG-13 - Teens 13 or older,8.12,412.0,322,224494,1117,Winter 2011,"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo"
9926,Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love,世界一初恋 TV,https://myanimelist.cdn-dena.com/images/anime/6/29763.jpg,TV,12,"Apr 9, 2011 to Jun 25, 2011",PG-13 - Teens 13 or older,8.07,469.0,701,121752,2908,Spring 2011,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Funimation,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
3092,Junjou Romantica,Junjo Romantica,純情ロマンチカ,https://myanimelist.cdn-dena.com/images/anime/7/8811.jpg,TV,12,"Apr 11, 2008 to Jun 27, 2008",PG-13 - Teens 13 or older,7.99,568.0,568,146369,4707,Spring 2008,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
1579,Kiniro no Corda: Primo Passo,La corda d&#039;oro: primo passo,金色のコルダ ～primo passo～,https://myanimelist.cdn-dena.com/images/anime/9/7228.jpg,TV,25,"Oct 2, 2006 to Mar 26, 2007",PG-13 - Teens 13 or older,7.63,1273.0,1138,72255,1126,Fall 2006,"Aniplex, Hakusensha, Koei, TYO",Sentai Filmworks,Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo"
32370,D.Gray-man Hallow,D.Gray-man HALLOW,ディー・グレイマン ハロー,https://myanimelist.cdn-dena.com/images/anime/12/80766.jpg,TV,13,"Jul 5, 2016 to Sep 27, 2016",R - 17+ (violence & profanity),7.92,655.0,795,108764,825,Summer 2016,"TV Tokyo, Aniplex, Dentsu, Shueisha",Funimation,TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen"
16642,Ane Koi: Suki Kirai Daisuki.,Sin Titulo,姉恋 スキ・キライ・ダイスキ。,https://myanimelist.cdn-dena.com/images/anime/5/47029.jpg,OVA,2,"Feb 15, 2013 to May 17, 2013",Rx - Hentai,7.03,Desconocido,4667,5600,37,Desconocida,Pashmina,Anonimo,Anonimo,Hentai
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,Sin Titulo,スーパーダンガンロンパ2.5 狛枝凪斗と世界の破壊者,https://myanimelist.cdn-dena.com/images/anime/10/83150.jpg,OVA,1,"Jan 12, 2017",R - 17+ (violence & profanity),7.4,2049.0,2044,31844,276,Desconocida,Anonimo,Anonimo,Lerche,"Action, Mystery, Horror, Psychological"
153,Juuni Kokuki,The Twelve Kingdoms,十二国記,https://myanimelist.cdn-dena.com/images/anime/6/50859.jpg,TV,45,"Apr 9, 2002 to Aug 30, 2003",PG-13 - Teens 13 or older,8.13,399.0,1016,82925,1907,Spring 2002,Sogo Vision,"Media Blasters, TOKYOPOP",Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural"
13247,Lupin III: Lupin Ikka Seizoroi,Sin Titulo,ルパン三世 ルパン一家勢揃い,https://myanimelist.cdn-dena.com/images/anime/2/46379.jpg,Special,1,"Mar 28, 2012",PG-13 - Teens 13 or older,6.87,4041.0,6950,1926,0,Desconocida,Tokyo Movie Shinsha,Anonimo,Anonimo,"Adventure, Comedy, Seinen"
1051,Ao no 6-gou,Blue Submarine No. 6,青の6号,https://myanimelist.cdn-dena.com/images/anime/3/20750.jpg,OVA,4,"Oct 25, 1998 to Mar 25, 2000",PG-13 - Teens 13 or older,7.14,3026.0,1950,34469,184,Desconocida,Anonimo,"Bandai Entertainment, Discotek Media",Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi"
1381,Seikai no Monshou Special,Sin Titulo,星界の紋章 総集編,https://myanimelist.cdn-dena.com/images/anime/9/2753.jpg,Special,1,"Apr 7, 2000",PG-13 - Teens 13 or older,7.35,2254.0,6165,2758,3,Desconocida,"Bandai Visual, WOWOW, BeSTACK",Anonimo,Sunrise,"Action, Military, Romance, Sci-Fi, Space"
8022,Tegamibachi Gakuen,Letter Bee Academy,テガミバチ学園,https://myanimelist.cdn-dena.com/images/anime/4/19573.jpg,Special,25,"Jan 27, 2010 to Jul 23, 2010",PG-13 - Teens 13 or older,7.42,1953.0,4119,7644,7,Desconocida,Anonimo,Anonimo,Studio Pierrot,Comedy
14353,Death Billiards,Death Billiards,デス・ビリヤード,https://myanimelist.cdn-dena.com/images/anime/11/48721.jpg,Movie,1,"Mar 2, 2013",R - 17+ (violence & profanity),8.01,542.0,637,132203,226,Desconocida,Anonimo,Funimation,Madhouse,"Game, Mystery, Psychological, Drama, Thriller"
5235,Live On Cardliver Kakeru,Sin Titulo,ライブオン CARDLIVER 翔,https://myanimelist.cdn-dena.com/images/anime/9/21028.jpg,TV,51,"Oct 5, 2008 to Sep 27, 2009",PG - Children,6.86,4074.0,9003,673,3,Fall 2008,"Sotsu, Sakura Create",Anonimo,TMS Entertainment,"Game, Fantasy"
32561,Hai to Gensou no Grimgar Special,Grimgar: Ashes and Illusions Special,灰と幻想のグリムガル 「風呂の壁にかけた青春――one more センチメートル」,https://myanimelist.cdn-dena.com/images/anime/11/78160.jpg,Special,1,"Mar 16, 2016",PG-13 - Teens 13 or older,6.65,4965.0,2146,29209,29,Desconocida,Anonimo,Funimation,A-1 Pictures,Comedy
5036,Hurricane Live! 2033,Sin Titulo,バブルガムクライシス Hurricane Live! 2033,https://myanimelist.cdn-dena.com/images/anime/5/24446.jpg,Special,7,"Jun 27, 1990",PG-13 - Teens 13 or older,6.73,4624.0,7924,1199,2,Desconocida,AIC,Anonimo,Anonimo,Music
9690,Densetsu no Yuusha no Densetsu: Iris Report,The Legend of the Legendary Heroes: Iris Report,伝説の勇者の伝説 いりす・れぽ～と,https://myanimelist.cdn-dena.com/images/anime/11/26850.jpg,Special,1,"Oct 14, 2010",R - 17+ (violence & profanity),6.6,5192.0,3179,14153,19,Desconocida,Kadokawa Contents Gate,Funimation,Zexcs,"Action, Adventure, Fantasy, Magic, Shounen"
9721,Aisai Nikki,Sin Titulo,愛妻日記,https://myanimelist.cdn-dena.com/images/anime/11/36725.jpg,OVA,1,"Dec 22, 2010",Rx - Hentai,6.54,Desconocido,4398,6450,39,Desconocida,Pink Pineapple,Anonimo,G-Lam,Hentai
812,Chikyuu Shoujo Arjuna,Arjuna,地球少女アルジュナ,https://myanimelist.cdn-dena.com/images/anime/4/57253.jpg,TV,13,"Jan 9, 2001 to Mar 27, 2001",PG-13 - Teens 13 or older,6.95,3731.0,2600,21106,159,Winter 2001,"Bandai Visual, Sotsu",Bandai Entertainment,Satelight,"Adventure, Drama, Magic, Sci-Fi"
7791,K-On!!,K-ON! Season 2,けいおん!!,https://myanimelist.cdn-dena.com/images/anime/12/76121.jpg,TV,26,"Apr 7, 2010 to Sep 29, 2010",PG-13 - Teens 13 or older,8.14,383.0,183,322621,7149,Spring 2010,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,"Comedy, Music, School, Slice of Life"
747,Haru wo Daite Ita,Embracing Love,春を抱いていた,https://myanimelist.cdn-dena.com/images/anime/6/3718.jpg,OVA,2,"Mar 31, 2005 to May 27, 2005",R+ - Mild Nudity,6.93,Desconocido,2808,17989,92,Desconocida,"Frontier Works, On-Lead","Media Blasters, Kitty Media",Trinet Entertainment,"Drama, Romance, Yaoi"
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Pokemon 4D: Pikachu&#039;s Ocean Adventure,ポケモン3Dアドベンチャー2 ピカチュウの海底大冒険,https://myanimelist.cdn-dena.com/images/anime/4/30543.jpg,Movie,1,"May 20, 2006",PG - Children,7.13,3092.0,4395,6463,13,Desconocida,Anonimo,The Pokemon Company International,OLM,"Adventure, Comedy, Fantasy, Kids"
8726,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,それでも町は廻っている,https://myanimelist.cdn-dena.com/images/anime/9/25880.jpg,TV,12,"Oct 8, 2010 to Dec 24, 2010",PG-13 - Teens 13 or older,7.47,1744.0,1826,38419,143,Fall 2010,"Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",Sentai Filmworks,Shaft,"Comedy, Slice of Life"
20229,Makkuro na Obentou,Sin Titulo,まっ黒なおべんとう,https://myanimelist.cdn-dena.com/images/anime/12/53839.jpg,Movie,1,"Jun 12, 1990",G - All Ages,7.89,11140.0,11647,169,0,Desconocida,Kyodo Eiga,Anonimo,Anonimo,"Drama, Historical"
15813,Majokko Shimai no Yoyo to Nene,Magical Sisters Yoyo & Nene,魔女っこ姉妹のヨヨとネネ,https://myanimelist.cdn-dena.com/images/anime/5/53567.jpg,Movie,1,"Dec 28, 2013",G - All Ages,7.57,1431.0,3511,11187,17,Desconocida,"Aniplex, Starchild Records, Tokuma Shoten",Anonimo,ufotable,"Fantasy, Magic"
1778,Dae Jang Geum: Jang Geum&#039;s Dream,Sin Titulo,少女チャングムの夢,https://myanimelist.cdn-dena.com/images/anime/1/1778.jpg,TV,26,"Oct 29, 2005 to Apr 29, 2006",PG - Children,7.22,2710.0,7079,1799,7,Fall 2005,Heewon Entertainment,Anonimo,Anonimo,"Adventure, Comedy, Historical"
